feature,bucket,train_n,oos_n,train_mean_bps,oos_mean_bps,train_excess_bps,oos_excess_bps,train_wr_pct,oos_wr_pct,train_sharpe_ish,oos_sharpe_ish,train_range_low,train_range_high
di_diff,2,18363,17367,-0.38167645233217234,1.9718522936027778,-1.4057055582123221,0.37519466298837734,49.049719544736696,51.782115506420226,-0.0030518265578579036,0.019729257017030908,-5.632991484388945,4.825664766020237
di_diff,3,18363,17332,-1.7312399525205486,0.5775463043411764,-2.7552690584006987,-1.019111326273224,46.217938245384744,48.58066005077314,-0.014003770855669397,0.005765829317570888,4.825664766020237,16.55479646922972
di_diff,4,18363,16321,2.9320441073664485,3.4349204216956086,1.9080150014862987,1.8382627910812082,45.221369057343566,48.96146069481036,0.022446478991896515,0.03352222626824687,16.55479646922972,87.07509939316509
range_pos_1d,0,18347,17609,0.5115976120321256,2.6069294688651548,-0.3581167754915654,1.0102718382507543,56.19447321087916,55.21608268499063,0.003635757830982209,0.023988199275639065,0.0,0.25213978746856913
range_pos_1d,1,18346,14322,0.798663757665978,1.2401824620574715,-0.07105062985771304,-0.35647516855692896,52.96522402703586,52.890657729367405,0.006358826503054709,0.012132527239222136,0.25213978746856913,0.4195015309966046
range_pos_1d,2,18347,14858,-0.5838875220234893,1.6252670435448007,-1.4536019095471802,0.028609412930400202,49.52853327519485,52.51043209045632,-0.005205373103626441,0.015787306631435953,0.4195015309966046,0.5941540142330902
range_pos_1d,3,18346,16938,0.8661875362952114,1.2083103082501534,-0.0035268512284796216,-0.38834732236424707,47.63436171372506,49.71070964694769,0.00727911240731974,0.012426589389278571,0.5941540142330902,0.7687128795893082
range_pos_1d,4,18347,20110,2.756006488816174,1.2718594631952318,1.886292101292483,-0.32479816741916867,44.911974709761814,46.777722526106416,0.019974200309755996,0.012824571622310552,0.7687128795893082,1.0
ret_4b,0,18365,14889,0.8733970354495059,3.358436382395619,-0.24595818098572975,1.7617787517812185,54.228151374897905,54.0936261669689,0.005508188665254073,0.026771062914778203,-0.1711739874842212,-0.0030413881810765985
ret_4b,1,18365,18363,0.5550705369615051,0.9763932148401436,-0.5642846794737305,-0.6202644157742568,52.24612033759869,51.9359581767685,0.005153213803131812,0.010711272166865116,-0.0030413881810765985,-0.0007203277011232686
ret_4b,2,18364,17021,0.723847023321624,1.8129954558593082,-0.39550819311361163,0.21633782524490774,49.83663689827924,51.24258269196874,0.007239687875153103,0.02156460061539341,-0.0007203277011232686,0.0007961321841320596
ret_4b,3,18365,18243,1.092023036829259,-0.22041386804265753,-0.02733217960597667,-1.817071498657058,47.81922134494963,49.268212465055086,0.009848375518339888,-0.0024327357865506164,0.0007961321841320596,0.003084831760399843
ret_4b,4,18365,15321,2.352416913638618,2.5512520342498837,1.2330616972033823,0.9545944036354832,47.19303022052818,49.77481887605248,0.015152218217671121,0.0214891857995534,0.003084831760399843,0.09589128541988234
ret_12b,0,18364,14923,3.2892782425174705,2.0648065002359273,2.254239955542939,0.4681488696215268,56.01720758004792,54.21832071299336,0.020238164331908302,0.016885667310064658,-0.13802673068688076,-0.005301373717230495
ret_12b,1,18363,18066,0.7614816970294669,1.9592395641946119,-0.2735565899450647,0.3625819335802114,54.05979415128247,53.03885752241781,0.007099911057887712,0.020969141973711396,-0.005301373717230495,-0.001209891566985366
ret_12b,2,18363,16546,-0.7409880148899921,0.9832774332673694,-1.7760263018645237,-0.6133801973470311,49.55072700539127,51.04556992626617,-0.00785936507009278,0.01163800767741452,-0.001209891566985366,0.001303251172376952
ret_12b,3,18363,18389,0.2711065310100048,2.001113736702986,-0.7639317559645268,0.4044561060885854,45.61346185263846,49.480667790526944,0.0024871717237338327,0.021406001247526764,0.001303251172376952,0.005353153631497243
ret_12b,4,18363,15913,1.5941902193105095,0.9163870730211643,0.5591519323359779,-0.6802705575932362,46.070903447149156,48.444667881606236,0.010367608593559025,0.007914188206623245,0.005353153631497243,0.14682774622887296
