entry_ts,side,entry_px,tp1_px,exit_ts,exit_px,pnl_pct_pos,bars_held,reason,bal_after
2026-04-13 23:00:00,SHORT,74597.17758,,2026-04-13 23:10:00,74860.80400556773,-0.011202000000000134,2,SL,5199.539253199292
2026-04-13 23:20:00,SHORT,74552.98642,,2026-04-13 23:30:00,74816.45667400828,-0.011201999999999995,2,SL,5141.294014484954
2026-04-13 23:40:00,SHORT,74513.89424000001,74389.70441626667,2026-04-14 00:00:00,74479.11115416879,0.0026001999999998885,4,TP1+LOCK,5154.662407181417
2026-04-14 00:10:00,SHORT,74281.04082,74157.2390853,2026-04-14 00:35:00,74246.36643014522,0.0026001999999998924,5,TP1+LOCK,5168.065560372569
2026-04-14 02:20:00,SHORT,74418.6133,74294.58227783332,2026-04-14 02:35:00,74383.87469131155,0.002600200000000349,3,TP1+LOCK,5181.503564442652
2026-04-14 02:45:00,SHORT,74377.22158000001,74253.25954403334,2026-04-14 03:05:00,74342.50229296646,0.0026002000000003873,4,TP1+LOCK,5194.976510010918
2026-04-14 03:15:00,SHORT,74314.33416,74190.4769364,2026-04-14 06:00:00,74220.866205,0.0037866068583504832,33,TP1+TRAIL,5214.6478436926955
2026-04-14 13:50:00,SHORT,75298.33731999999,,2026-04-14 14:05:00,75564.44164408887,-0.01120200000000012,3,SL,5156.233358547649
2026-04-14 14:15:00,SHORT,75488.29931999999,,2026-04-14 14:25:00,75755.07496979687,-0.011202000000000014,2,SL,5098.473232465198
2026-04-14 14:35:00,SHORT,75355.22594,75229.63389676667,2026-04-14 14:45:00,75320.0501205312,0.0026002000000002476,2,TP1+LOCK,5111.7302825642555
2026-04-14 14:55:00,SHORT,74951.30674,74826.38789543333,2026-04-14 15:30:00,74916.31947001377,0.0026001999999999796,7,TP1+LOCK,5125.02180364498
2026-04-14 15:40:00,SHORT,75220.75284,,2026-04-14 16:05:00,75486.58298053656,-0.011202000000000148,5,SL,5067.611309400548
2026-04-14 16:15:00,SHORT,75253.14636,75127.72444939999,2026-04-14 16:35:00,75218.01819127914,0.0026002000000002997,4,TP1+LOCK,5080.788112327253
2026-04-15 00:00:00,SHORT,74487.79946,74363.65312756666,2026-04-15 00:20:00,74453.02855521206,0.0026002000000000408,4,TP1+LOCK,5093.999177576927
2026-04-15 00:30:00,SHORT,74453.6063,,2026-04-15 01:05:00,74716.7253446642,-0.01120199999999998,7,SL,5036.93619878971
2026-04-15 01:15:00,SHORT,74647.5675,74523.1548875,2026-04-15 01:40:00,74612.722015491,0.002600200000000115,5,TP1+LOCK,5050.033240293803
2026-04-15 13:25:00,SHORT,74334.03022,74210.14016963333,2026-04-15 13:55:00,74024.58052714285,0.008144441985883741,6,TP1+TRAIL,5091.162943046161
2026-04-15 22:40:00,SHORT,75001.39671999999,74876.39439213333,2026-04-15 23:50:00,74780.82103071429,0.006311431631916796,14,TP1+TRAIL,5123.295469888145
2026-04-16 00:00:00,SHORT,74592.47851999999,74468.15772246665,2026-04-16 00:25:00,74557.65875102686,0.0026001999999999475,5,TP1+LOCK,5136.617062768948
